Ulke,Cinsiyet,Tedavi_Turu,Fiyat_(Eur),Basvuru_Kanali,Bizim_ilk_Tepki_Suremiz_(sn),Musterinin_ilk_Tepki_Suresi_(sn),Musterinin_ilk_Mesaj_Uzunlugu_(harf_sayisi),Satis_Oldu_Mu
3,2,2,3000,1,600,300,10,2
3,2,2,3000,2,600,500,20,2
3,2,2,3000,3,600,1000,20,2
3,1,2,3000,1,600,100,120,2
3,1,2,3000,2,600,300,120,2
3,1,2,3000,3,600,500,150,2
3,2,2,3000,1,600,300,10,2
3,2,2,3000,2,600,500,20,2
3,2,2,3000,3,600,1000,20,2
3,1,2,3000,1,600,100,120,2
3,1,2,3000,2,600,300,120,2
3,1,2,3000,3,600,500,150,2
3,2,2,3000,1,600,300,10,2
3,2,2,3000,2,600,500,20,2
3,2,2,3000,3,600,1000,20,2
4,1,2,3000,1,600,100,120,2
4,1,2,3000,2,600,300,120,2
4,1,2,3000,3,600,500,150,2
4,2,2,3000,1,600,300,10,2
4,2,2,3000,2,600,500,20,2
4,2,2,3000,3,600,1000,20,2
4,1,2,3000,1,600,100,120,2
4,1,2,3000,2,600,300,120,2
4,1,2,3000,3,600,500,150,2
4,2,2,3000,1,600,300,10,2
4,2,2,3000,2,600,500,20,2
4,2,2,3000,3,600,1000,20,2
4,1,2,3000,1,600,100,120,2
4,1,2,3000,2,600,300,120,2
4,1,2,3000,3,600,500,150,2
4,2,2,3000,1,600,300,10,2
4,2,2,3000,2,600,500,20,2
4,2,2,3000,3,600,1000,20,2
4,1,2,3000,1,600,100,120,2
4,1,2,3000,2,600,300,120,2
4,1,2,3000,3,600,500,150,2
4,2,2,3000,1,600,300,10,2
4,2,2,3000,2,600,500,20,2
4,2,2,3000,3,600,1000,20,2
5,1,2,3000,1,600,100,120,2
5,1,2,3000,2,600,300,120,2
5,1,2,3000,3,600,500,150,2
5,2,2,3000,1,600,300,10,2
5,2,2,3000,2,600,500,20,2
5,2,2,3000,3,600,1000,20,2
5,1,2,3000,1,600,100,120,2
5,1,2,3000,2,600,300,120,2
5,1,2,3000,3,600,500,150,2
5,2,2,3000,1,600,300,10,2
5,2,2,3000,2,600,500,20,2
5,2,2,3000,3,600,1000,20,2
5,1,2,3000,1,600,100,120,2
5,1,2,3000,2,600,300,120,2
5,1,2,3000,3,600,500,150,2
5,2,2,3000,1,600,300,10,2
5,2,2,3000,2,600,500,20,2
5,2,2,3000,3,600,1000,20,2
5,1,2,3000,1,600,100,120,2
5,1,2,3000,2,600,300,120,2
5,1,2,3000,3,600,500,150,2
5,2,2,3000,1,600,300,10,2
5,2,2,3000,2,600,500,20,2
5,2,2,3000,3,600,1000,20,2
6,1,2,3000,1,600,100,120,2
6,1,2,3000,2,600,300,120,2
6,1,2,3000,3,600,500,150,2
6,2,2,3000,1,600,300,10,2
6,2,2,3000,2,600,500,20,2
6,2,2,3000,3,600,1000,20,2
6,1,2,3000,1,600,100,120,2
6,1,2,3000,2,600,300,120,2
6,1,2,3000,3,600,500,150,2
6,2,2,3000,1,600,300,10,2
6,2,2,3000,2,600,500,20,2
6,2,2,3000,3,600,1000,20,2
6,1,2,3000,1,600,100,120,2
6,1,2,3000,2,600,300,120,2
6,1,2,3000,3,600,500,150,2
6,2,2,3000,1,600,300,10,2
6,2,2,3000,2,600,500,20,2
6,2,2,3000,3,600,1000,20,2
6,1,2,3000,1,600,100,120,2
6,1,2,3000,2,600,300,120,2
6,1,2,3000,3,600,500,150,2
6,2,2,3000,1,600,300,10,2
6,2,2,3000,2,600,500,20,2
6,2,2,3000,3,600,1000,20,2
7,1,2,3000,1,600,100,120,2
7,1,2,3000,2,600,300,120,2
7,1,2,3000,3,600,500,150,2
7,2,2,3000,1,600,300,10,2
7,2,2,3000,2,600,500,20,2
7,2,2,3000,3,600,1000,20,2
7,1,2,3000,1,600,100,120,2
7,1,2,3000,2,600,300,120,2
7,1,2,3000,3,600,500,150,2
7,2,2,3000,1,600,300,10,2
7,2,2,3000,2,600,500,20,2
7,2,2,3000,3,600,1000,20,2
7,1,2,3000,1,600,100,120,2
7,1,2,3000,2,600,300,120,2
7,1,2,3000,3,600,500,150,2
7,2,2,3000,1,600,300,10,2
7,2,2,3000,2,600,500,20,2
7,2,2,3000,3,600,1000,20,2
7,1,2,3000,1,600,100,120,2
7,1,2,3000,2,600,300,120,2
7,1,2,3000,3,600,500,150,2
7,2,2,3000,1,600,300,10,2
7,2,2,3000,2,600,500,20,2
7,2,2,3000,3,600,1000,20,2
8,1,2,3000,1,600,100,120,2
8,1,2,3000,2,600,300,120,2
8,1,2,3000,3,600,500,150,2
8,2,2,3000,1,600,300,10,2
8,2,2,3000,2,600,500,20,2
8,2,2,3000,3,600,1000,20,2
8,1,2,3000,1,600,100,120,2
8,1,2,3000,2,600,300,120,2
8,1,2,3000,3,600,500,150,2
8,2,2,3000,1,600,300,10,2
8,2,2,3000,2,600,500,20,2
8,2,2,3000,3,600,1000,20,2
8,1,2,3000,1,600,100,120,2
8,1,2,3000,2,600,300,120,2
8,1,2,3000,3,600,500,150,2
8,2,2,3000,1,600,300,10,2
8,2,2,3000,2,600,500,20,2
8,2,2,3000,3,600,1000,20,2
8,1,2,3000,1,600,100,120,2
8,1,2,3000,2,600,300,120,2
8,1,2,3000,3,600,500,150,2
8,2,2,3000,1,600,300,10,2
8,2,2,3000,2,600,500,20,2
8,2,2,3000,3,600,1000,20,2
9,1,2,3000,1,600,100,120,2
9,1,2,3000,2,600,300,120,2
9,1,2,3000,3,600,500,150,2
9,2,2,3000,1,600,300,10,2
9,2,2,3000,2,600,500,20,2
9,2,2,3000,3,600,1000,20,2
9,1,2,3000,1,600,100,120,2
9,1,2,3000,2,600,300,120,2
9,1,2,3000,3,600,500,150,2
9,2,2,3000,1,600,300,10,2
9,2,2,3000,2,600,500,20,2
9,2,2,3000,3,600,1000,20,2
9,1,2,3000,1,600,100,120,2
9,1,2,3000,2,600,300,120,2
9,1,2,3000,3,600,500,150,2
9,2,2,3000,1,600,300,10,2
9,2,2,3000,2,600,500,20,2
9,2,2,3000,3,600,1000,20,2
9,1,2,3000,1,600,100,120,2
9,1,2,3000,2,600,300,120,2
9,1,2,3000,3,600,500,150,2
9,2,2,3000,1,600,300,10,2
9,2,2,3000,2,600,500,20,2
9,2,2,3000,3,600,1000,20,2
10,1,2,3000,1,600,100,120,2
10,1,2,3000,2,600,300,120,2
10,1,2,3000,3,600,500,150,2
10,2,2,3000,1,600,300,10,2
10,2,2,3000,2,600,500,20,2
10,2,2,3000,3,600,1000,20,2
10,1,2,3000,1,600,100,120,2
10,1,2,3000,2,600,300,120,2
10,1,2,3000,3,600,500,150,2
10,2,2,3000,1,600,300,10,2
10,2,2,3000,2,600,500,20,2
10,2,2,3000,3,600,1000,20,2
10,1,2,3000,1,600,100,120,2
10,1,2,3000,2,600,300,120,2
10,1,2,3000,3,600,500,150,2
10,2,2,3000,1,600,300,10,2
10,2,2,3000,2,600,500,20,2
10,2,2,3000,3,600,1000,20,2
10,1,2,3000,1,600,100,120,2
10,1,2,3000,2,600,300,120,2
10,1,2,3000,3,600,500,150,2
10,2,2,3000,1,600,300,10,2
10,2,2,3000,2,600,500,20,2
10,2,2,3000,3,600,1000,20,2
1,1,2,3000,1,1200,200,120,2
1,2,2,3000,1,1200,800,150,2
1,1,2,3000,1,1200,200,120,2
1,2,2,3000,1,1200,800,150,2
1,1,2,3000,1,1200,200,120,2
1,2,2,3000,1,1200,800,150,2
1,1,2,3000,1,1200,200,120,2
1,2,2,3000,1,1200,800,150,2
2,1,2,3000,1,1200,200,120,2
2,2,2,3000,1,1200,800,150,2
2,1,2,3000,1,1200,200,120,2
2,2,2,3000,1,1200,800,150,2
2,1,2,3000,1,1200,200,120,2
2,2,2,3000,1,1200,800,150,2
2,1,2,3000,1,1200,200,120,2
2,2,2,3000,1,1200,800,150,2
3,1,2,3000,1,1200,200,120,2
3,2,2,3000,1,1200,800,150,2
3,1,2,3000,1,1200,200,120,2
3,2,2,3000,1,1200,800,150,2
3,1,2,3000,1,1200,200,120,2
3,2,2,3000,1,1200,800,150,2
3,1,2,3000,1,1200,200,120,2
3,2,2,3000,1,1200,800,150,2
4,1,2,3000,1,1200,200,120,2
4,2,2,3000,1,1200,800,150,2
4,1,2,3000,1,1200,200,120,2
4,2,2,3000,1,1200,800,150,2
4,1,2,3000,1,1200,200,120,2
4,2,2,3000,1,1200,800,150,2
4,1,2,3000,1,1200,200,120,2
4,2,2,3000,1,1200,800,150,2
5,1,2,3000,1,1200,200,120,2
5,2,2,3000,1,1200,800,150,2
5,1,2,3000,1,1200,200,120,2
5,2,2,3000,1,1200,800,150,2
5,1,2,3000,1,1200,200,120,2
5,2,2,3000,1,1200,800,150,2
5,1,2,3000,1,1200,200,120,2
5,2,2,3000,1,1200,800,150,2
6,1,2,3000,1,1200,200,120,2
6,2,2,3000,1,1200,800,150,2
6,1,2,3000,1,1200,200,120,2
6,2,2,3000,1,1200,800,150,2
6,1,2,3000,1,1200,200,120,2
6,2,2,3000,1,1200,800,150,2
6,1,2,3000,1,1200,200,120,2
6,2,2,3000,1,1200,800,150,2
7,1,2,3000,1,1200,200,120,2
7,2,2,3000,1,1200,800,150,2
7,1,2,3000,1,1200,200,120,2
7,2,2,3000,1,1200,800,150,2
7,1,2,3000,1,1200,200,120,2
7,2,2,3000,1,1200,800,150,2
7,1,2,3000,1,1200,200,120,2
7,2,2,3000,1,1200,800,150,2
8,1,2,3000,1,1200,200,120,2
8,2,2,3000,1,1200,800,150,2
8,1,2,3000,1,1200,200,120,2
8,2,2,3000,1,1200,800,150,2
8,1,2,3000,1,1200,200,120,2
8,2,2,3000,1,1200,800,150,2
8,1,2,3000,1,1200,200,120,2
8,2,2,3000,1,1200,800,150,2
9,1,2,3000,1,1200,200,120,2
9,2,2,3000,1,1200,800,150,2
9,1,2,3000,1,1200,200,120,2
9,2,2,3000,1,1200,800,150,2
9,1,2,3000,1,1200,200,120,2
9,2,2,3000,1,1200,800,150,2
9,1,2,3000,1,1200,200,120,2
9,2,2,3000,1,1200,800,150,2
10,1,2,3000,1,1200,200,120,2
10,2,2,3000,1,1200,800,150,2
10,1,2,3000,1,1200,200,120,2
10,2,2,3000,1,1200,800,150,2
10,1,2,3000,1,1200,200,120,2
10,2,2,3000,1,1200,800,150,2
10,1,2,3000,1,1200,200,120,2
10,2,2,3000,1,1200,800,150,2
1,1,2,3000,1,1800,400,10,2
1,1,2,3000,2,1800,800,10,2
1,1,2,3000,3,1800,1200,20,2
1,2,2,3000,2,1800,1200,50,2
1,2,2,3000,3,1800,3000,50,2
1,1,2,3000,1,1800,400,10,2
1,1,2,3000,2,1800,800,10,2
1,1,2,3000,3,1800,1200,20,2
1,2,2,3000,2,1800,1200,50,2
1,2,2,3000,3,1800,3000,50,2
1,1,2,3000,1,1800,400,10,2
1,1,2,3000,2,1800,800,10,2
1,1,2,3000,3,1800,1200,20,2
1,2,2,3000,2,1800,1200,50,2
1,2,2,3000,3,1800,3000,50,2
1,1,2,3000,1,1800,400,10,2
1,1,2,3000,2,1800,800,10,2
1,1,2,3000,3,1800,1200,20,2
1,2,2,3000,2,1800,1200,50,2
1,2,2,3000,3,1800,3000,50,2
2,1,2,3000,1,1800,400,10,2
2,1,2,3000,2,1800,800,10,2
2,1,2,3000,3,1800,1200,20,2
2,2,2,3000,2,1800,1200,50,2
2,2,2,3000,3,1800,3000,50,2
2,1,2,3000,1,1800,400,10,2
2,1,2,3000,2,1800,800,10,2
2,1,2,3000,3,1800,1200,20,2
2,2,2,3000,2,1800,1200,50,2
2,2,2,3000,3,1800,3000,50,2
2,1,2,3000,1,1800,400,10,2
2,1,2,3000,2,1800,800,10,2
2,1,2,3000,3,1800,1200,20,2
2,2,2,3000,2,1800,1200,50,2
2,2,2,3000,3,1800,3000,50,2
2,1,2,3000,1,1800,400,10,2
2,1,2,3000,2,1800,800,10,2
2,1,2,3000,3,1800,1200,20,2
2,2,2,3000,2,1800,1200,50,2
2,2,2,3000,3,1800,3000,50,2
3,1,2,3000,1,1800,400,10,2
3,1,2,3000,2,1800,800,10,2
3,1,2,3000,3,1800,1200,20,2
3,2,2,3000,2,1800,1200,50,2
3,2,2,3000,3,1800,3000,50,2
3,1,2,3000,1,1800,400,10,2
3,1,2,3000,2,1800,800,10,2
3,1,2,3000,3,1800,1200,20,2
3,2,2,3000,2,1800,1200,50,2
3,2,2,3000,3,1800,3000,50,2
3,1,2,3000,1,1800,400,10,2
3,1,2,3000,2,1800,800,10,2
3,1,2,3000,3,1800,1200,20,2
3,2,2,3000,2,1800,1200,50,2
3,2,2,3000,3,1800,3000,50,2
3,1,2,3000,1,1800,400,10,2
3,1,2,3000,2,1800,800,10,2
3,1,2,3000,3,1800,1200,20,2
3,2,2,3000,2,1800,1200,50,2
3,2,2,3000,3,1800,3000,50,2
4,1,2,3000,1,1800,400,10,2
4,1,2,3000,2,1800,800,10,2
4,1,2,3000,3,1800,1200,20,2
4,2,2,3000,2,1800,1200,50,2
4,2,2,3000,3,1800,3000,50,2
4,1,2,3000,1,1800,400,10,2
4,1,2,3000,2,1800,800,10,2
4,1,2,3000,3,1800,1200,20,2
4,2,2,3000,2,1800,1200,50,2
4,2,2,3000,3,1800,3000,50,2
4,1,2,3000,1,1800,400,10,2
4,1,2,3000,2,1800,800,10,2
4,1,2,3000,3,1800,1200,20,2
4,2,2,3000,2,1800,1200,50,2
4,2,2,3000,3,1800,3000,50,2
4,1,2,3000,1,1800,400,10,2
4,1,2,3000,2,1800,800,10,2
4,1,2,3000,3,1800,1200,20,2
4,2,2,3000,2,1800,1200,50,2
4,2,2,3000,3,1800,3000,50,2
5,1,2,3000,1,1800,400,10,2
5,1,2,3000,2,1800,800,10,2
5,1,2,3000,3,1800,1200,20,2
5,2,2,3000,2,1800,1200,50,2
5,2,2,3000,3,1800,3000,50,2
5,1,2,3000,1,1800,400,10,2
5,1,2,3000,2,1800,800,10,2
5,1,2,3000,3,1800,1200,20,2
5,2,2,3000,2,1800,1200,50,2
5,2,2,3000,3,1800,3000,50,2
5,1,2,3000,1,1800,400,10,2
5,1,2,3000,2,1800,800,10,2
5,1,2,3000,3,1800,1200,20,2
5,2,2,3000,2,1800,1200,50,2
5,2,2,3000,3,1800,3000,50,2
5,1,2,3000,1,1800,400,10,2
5,1,2,3000,2,1800,800,10,2
5,1,2,3000,3,1800,1200,20,2
5,2,2,3000,2,1800,1200,50,2
5,2,2,3000,3,1800,3000,50,2
6,1,2,3000,1,1800,400,10,2
6,1,2,3000,2,1800,800,10,2
6,1,2,3000,3,1800,1200,20,2
6,2,2,3000,2,1800,1200,50,2
6,2,2,3000,3,1800,3000,50,2
6,1,2,3000,1,1800,400,10,2
6,1,2,3000,2,1800,800,10,2
6,1,2,3000,3,1800,1200,20,2
6,2,2,3000,2,1800,1200,50,2
6,2,2,3000,3,1800,3000,50,2
6,1,2,3000,1,1800,400,10,2
6,1,2,3000,2,1800,800,10,2
6,1,2,3000,3,1800,1200,20,2
6,2,2,3000,2,1800,1200,50,2
6,2,2,3000,3,1800,3000,50,2
6,1,2,3000,1,1800,400,10,2
6,1,2,3000,2,1800,800,10,2
6,1,2,3000,3,1800,1200,20,2
6,2,2,3000,2,1800,1200,50,2
6,2,2,3000,3,1800,3000,50,2
7,1,2,3000,1,1800,400,10,2
7,1,2,3000,2,1800,800,10,2
7,1,2,3000,3,1800,1200,20,2
7,2,2,3000,2,1800,1200,50,2
7,2,2,3000,3,1800,3000,50,2
7,1,2,3000,1,1800,400,10,2
7,1,2,3000,2,1800,800,10,2
7,1,2,3000,3,1800,1200,20,2
7,2,2,3000,2,1800,1200,50,2
7,2,2,3000,3,1800,3000,50,2
7,1,2,3000,1,1800,400,10,2
7,1,2,3000,2,1800,800,10,2
7,1,2,3000,3,1800,1200,20,2
7,2,2,3000,2,1800,1200,50,2
7,2,2,3000,3,1800,3000,50,2
7,1,2,3000,1,1800,400,10,2
7,1,2,3000,2,1800,800,10,2
7,1,2,3000,3,1800,1200,20,2
7,2,2,3000,2,1800,1200,50,2
7,2,2,3000,3,1800,3000,50,2
8,1,2,3000,1,1800,400,10,2
8,1,2,3000,2,1800,800,10,2
8,1,2,3000,3,1800,1200,20,2
8,2,2,3000,2,1800,1200,50,2
8,2,2,3000,3,1800,3000,50,2
8,1,2,3000,1,1800,400,10,2
8,1,2,3000,2,1800,800,10,2
8,1,2,3000,3,1800,1200,20,2
8,2,2,3000,2,1800,1200,50,2
8,2,2,3000,3,1800,3000,50,2
8,1,2,3000,1,1800,400,10,2
8,1,2,3000,2,1800,800,10,2
8,1,2,3000,3,1800,1200,20,2
8,2,2,3000,2,1800,1200,50,2
8,2,2,3000,3,1800,3000,50,2
8,1,2,3000,1,1800,400,10,2
8,1,2,3000,2,1800,800,10,2
8,1,2,3000,3,1800,1200,20,2
8,2,2,3000,2,1800,1200,50,2
8,2,2,3000,3,1800,3000,50,2
9,1,2,3000,1,1800,400,10,2
9,1,2,3000,2,1800,800,10,2
9,1,2,3000,3,1800,1200,20,2
9,2,2,3000,2,1800,1200,50,2
9,2,2,3000,3,1800,3000,50,2
9,1,2,3000,1,1800,400,10,2
9,1,2,3000,2,1800,800,10,2
9,1,2,3000,3,1800,1200,20,2
9,2,2,3000,2,1800,1200,50,2
9,2,2,3000,3,1800,3000,50,2
9,1,2,3000,1,1800,400,10,2
9,1,2,3000,2,1800,800,10,2
9,1,2,3000,3,1800,1200,20,2
9,2,2,3000,2,1800,1200,50,2
9,2,2,3000,3,1800,3000,50,2
9,1,2,3000,1,1800,400,10,2
9,1,2,3000,2,1800,800,10,2
9,1,2,3000,3,1800,1200,20,2
9,2,2,3000,2,1800,1200,50,2
9,2,2,3000,3,1800,3000,50,2
10,1,2,3000,1,1800,400,10,2
10,1,2,3000,2,1800,800,10,2
10,1,2,3000,3,1800,1200,20,2
10,2,2,3000,2,1800,1200,50,2
10,2,2,3000,3,1800,3000,50,2
10,1,2,3000,1,1800,400,10,2
10,1,2,3000,2,1800,800,10,2
10,1,2,3000,3,1800,1200,20,2
10,2,2,3000,2,1800,1200,50,2
10,2,2,3000,3,1800,3000,50,2
10,1,2,3000,1,1800,400,10,2
10,1,2,3000,2,1800,800,10,2
10,1,2,3000,3,1800,1200,20,2
10,2,2,3000,2,1800,1200,50,2
10,2,2,3000,3,1800,3000,50,2
10,1,2,3000,1,1800,400,10,2
10,1,2,3000,2,1800,800,10,2
10,1,2,3000,3,1800,1200,20,2
10,2,2,3000,2,1800,1200,50,2
10,2,2,3000,3,1800,3000,50,2
1,2,2,3000,3,2500,5000,80,2
1,2,2,3000,3,2500,5000,80,2
1,2,2,3000,3,2500,5000,80,2
1,2,2,3000,3,2500,5000,80,2
2,2,2,3000,3,2500,5000,80,2
2,2,2,3000,3,2500,5000,80,2
2,2,2,3000,3,2500,5000,80,2
2,2,2,3000,3,2500,5000,80,2
3,2,2,3000,3,2500,5000,80,2
3,2,2,3000,3,2500,5000,80,2
3,2,2,3000,3,2500,5000,80,2
3,2,2,3000,3,2500,5000,80,2
4,2,2,3000,3,2500,5000,80,2
4,2,2,3000,3,2500,5000,80,2
4,2,2,3000,3,2500,5000,80,2
4,2,2,3000,3,2500,5000,80,2
5,2,2,3000,3,2500,5000,80,2
5,2,2,3000,3,2500,5000,80,2
5,2,2,3000,3,2500,5000,80,2
5,2,2,3000,3,2500,5000,80,2
6,2,2,3000,3,2500,5000,80,2
6,2,2,3000,3,2500,5000,80,2
6,2,2,3000,3,2500,5000,80,2
6,2,2,3000,3,2500,5000,80,2
7,2,2,3000,3,2500,5000,80,2
7,2,2,3000,3,2500,5000,80,2
7,2,2,3000,3,2500,5000,80,2
7,2,2,3000,3,2500,5000,80,2
8,2,2,3000,3,2500,5000,80,2
8,2,2,3000,3,2500,5000,80,2
8,2,2,3000,3,2500,5000,80,2
8,2,2,3000,3,2500,5000,80,2
9,2,2,3000,3,2500,5000,80,2
9,2,2,3000,3,2500,5000,80,2
9,2,2,3000,3,2500,5000,80,2
9,2,2,3000,3,2500,5000,80,2
10,2,2,3000,3,2500,5000,80,2
10,2,2,3000,3,2500,5000,80,2
10,2,2,3000,3,2500,5000,80,2
10,2,2,3000,3,2500,5000,80,2
1,2,3,2000,1,100,150,150,1
1,2,3,2000,1,100,200,150,2
1,2,3,2000,2,100,500,200,2
1,2,3,2000,1,100,150,150,1
1,2,3,2000,1,100,200,150,2
1,2,3,2000,2,100,500,200,2
1,2,3,2000,1,100,150,150,1
1,2,3,2000,1,100,200,150,2
1,2,3,2000,2,100,500,200,2
1,2,3,2000,1,100,150,150,1
1,2,3,2000,1,100,200,150,2
1,2,3,2000,2,100,500,200,2
2,2,3,2000,1,100,150,150,1
2,2,3,2000,1,100,200,150,2
2,2,3,2000,2,100,500,200,2
2,2,3,2000,1,100,150,150,1
2,2,3,2000,1,100,200,150,2
2,2,3,2000,2,100,500,200,2
2,2,3,2000,1,100,150,150,1
2,2,3,2000,1,100,200,150,2
2,2,3,2000,2,100,500,200,2
2,2,3,2000,1,100,150,150,1
2,2,3,2000,1,100,200,150,2
2,2,3,2000,2,100,500,200,2
3,2,3,2000,1,100,150,150,1
3,2,3,2000,1,100,200,150,2
3,2,3,2000,2,100,500,200,2
3,2,3,2000,1,100,150,150,1
3,2,3,2000,1,100,200,150,2
3,2,3,2000,2,100,500,200,2
3,2,3,2000,1,100,150,150,1
3,2,3,2000,1,100,200,150,2
3,2,3,2000,2,100,500,200,2
3,2,3,2000,1,100,150,150,1
3,2,3,2000,1,100,200,150,2
3,2,3,2000,2,100,500,200,2
4,2,3,2000,1,100,150,150,1
4,2,3,2000,1,100,200,150,2
4,2,3,2000,2,100,500,200,2
4,2,3,2000,1,100,150,150,1
4,2,3,2000,1,100,200,150,2
4,2,3,2000,2,100,500,200,2
4,2,3,2000,1,100,150,150,1
4,2,3,2000,1,100,200,150,2
4,2,3,2000,2,100,500,200,2
4,2,3,2000,1,100,150,150,1
4,2,3,2000,1,100,200,150,2
4,2,3,2000,2,100,500,200,2
5,2,3,2000,1,100,150,150,1
5,2,3,2000,1,100,200,150,2
5,2,3,2000,2,100,500,200,2
5,2,3,2000,1,100,150,150,1
5,2,3,2000,1,100,200,150,2
5,2,3,2000,2,100,500,200,2
5,2,3,2000,1,100,150,150,1
5,2,3,2000,1,100,200,150,2
5,2,3,2000,2,100,500,200,2
5,2,3,2000,1,100,150,150,1
5,2,3,2000,1,100,200,150,2
5,2,3,2000,2,100,500,200,2
6,2,3,2000,1,100,150,150,1
6,2,3,2000,1,100,200,150,2
6,2,3,2000,2,100,500,200,2
6,2,3,2000,1,100,150,150,1
6,2,3,2000,1,100,200,150,2
6,2,3,2000,2,100,500,200,2
6,2,3,2000,1,100,150,150,1
6,2,3,2000,1,100,200,150,2
6,2,3,2000,2,100,500,200,2
6,2,3,2000,1,100,150,150,1
6,2,3,2000,1,100,200,150,2
6,2,3,2000,2,100,500,200,2
7,2,3,2000,1,100,150,150,1
7,2,3,2000,1,100,200,150,2
7,2,3,2000,2,100,500,200,2
7,2,3,2000,1,100,150,150,1
7,2,3,2000,1,100,200,150,2
7,2,3,2000,2,100,500,200,2
7,2,3,2000,1,100,150,150,1
7,2,3,2000,1,100,200,150,2
7,2,3,2000,2,100,500,200,2
7,2,3,2000,1,100,150,150,1
7,2,3,2000,1,100,200,150,2
7,2,3,2000,2,100,500,200,2
8,2,3,2000,1,100,150,150,1
8,2,3,2000,1,100,200,150,2
8,2,3,2000,2,100,500,200,2
8,2,3,2000,1,100,150,150,1
8,2,3,2000,1,100,200,150,1
8,2,3,2000,2,100,500,200,2
8,2,3,2000,1,100,150,150,1
8,2,3,2000,1,100,200,150,1
8,2,3,2000,2,100,500,200,2
8,2,3,2000,1,100,150,150,2
8,2,3,2000,1,100,200,150,1
8,2,3,2000,2,100,500,200,2
9,2,3,2000,1,100,150,150,2
9,2,3,2000,1,100,200,150,1
9,2,3,2000,2,100,500,200,2
9,2,3,2000,1,100,150,150,2
9,2,3,2000,1,100,200,150,1
9,2,3,2000,2,100,500,200,2
9,2,3,2000,1,100,150,150,2
9,2,3,2000,1,100,200,150,1
9,2,3,2000,2,100,500,200,2
9,2,3,2000,1,100,150,150,2
9,2,3,2000,1,100,200,150,1
9,2,3,2000,2,100,500,200,2
10,2,3,2000,1,100,150,150,2
10,2,3,2000,1,100,200,150,2
10,2,3,2000,2,100,500,200,2
10,2,3,2000,1,100,150,150,2
10,2,3,2000,1,100,200,150,1
10,2,3,2000,2,100,500,200,2
10,2,3,2000,1,100,150,150,2
10,2,3,2000,1,100,200,150,2
10,2,3,2000,2,100,500,200,2
10,2,3,2000,1,100,150,150,2
10,2,3,2000,1,100,200,150,2
10,2,3,2000,2,100,500,200,2
1,2,3,2000,1,300,500,80,2
1,2,3,2000,2,300,1000,80,2
1,2,3,2000,1,300,500,80,2
1,2,3,2000,2,300,1000,80,2
1,2,3,2000,1,300,500,80,2
1,2,3,2000,2,300,1000,80,2
1,2,3,2000,1,300,500,80,2
1,2,3,2000,2,300,1000,80,2
2,2,3,2000,1,300,500,80,2
2,2,3,2000,2,300,1000,80,2
2,2,3,2000,1,300,500,80,2
2,2,3,2000,2,300,1000,80,2
2,2,3,2000,1,300,500,80,2
2,2,3,2000,2,300,1000,80,2
2,2,3,2000,1,300,500,80,2
2,2,3,2000,2,300,1000,80,2
3,2,3,2000,1,300,500,80,2
3,2,3,2000,2,300,1000,80,2
3,2,3,2000,1,300,500,80,2
3,2,3,2000,2,300,1000,80,2
3,2,3,2000,1,300,500,80,2
3,2,3,2000,2,300,1000,80,2
3,2,3,2000,1,300,500,80,2
3,2,3,2000,2,300,1000,80,2
4,2,3,2000,1,300,500,80,2
4,2,3,2000,2,300,1000,80,2
4,2,3,2000,1,300,500,80,2
4,2,3,2000,2,300,1000,80,2
4,2,3,2000,1,300,500,80,2
4,2,3,2000,2,300,1000,80,2
4,2,3,2000,1,300,500,80,2
4,2,3,2000,2,300,1000,80,2
5,2,3,2000,1,300,500,80,2
5,2,3,2000,2,300,1000,80,2
5,2,3,2000,1,300,500,80,2
5,2,3,2000,2,300,1000,80,2
5,2,3,2000,1,300,500,80,2
5,2,3,2000,2,300,1000,80,2
5,2,3,2000,1,300,500,80,2
5,2,3,2000,2,300,1000,80,2
6,2,3,2000,1,300,500,80,2
6,2,3,2000,2,300,1000,80,2
6,2,3,2000,1,300,500,80,2
6,2,3,2000,2,300,1000,80,2
6,2,3,2000,1,300,500,80,2
6,2,3,2000,2,300,1000,80,2
6,2,3,2000,1,300,500,80,2
6,2,3,2000,2,300,1000,80,2
7,2,3,2000,1,300,500,80,2
7,2,3,2000,2,300,1000,80,2
7,2,3,2000,1,300,500,80,2
7,2,3,2000,2,300,1000,80,2
7,2,3,2000,1,300,500,80,2
7,2,3,2000,2,300,1000,80,2
7,2,3,2000,1,300,500,80,2
7,2,3,2000,2,300,1000,80,2
8,2,3,2000,1,300,500,80,2
8,2,3,2000,2,300,1000,80,2
8,2,3,2000,1,300,500,80,2
8,2,3,2000,2,300,1000,80,2
8,2,3,2000,1,300,500,80,2
8,2,3,2000,2,300,1000,80,2
8,2,3,2000,1,300,500,80,2
8,2,3,2000,2,300,1000,80,2
9,2,3,2000,1,300,500,80,2
9,2,3,2000,2,300,1000,80,2
9,2,3,2000,1,300,500,80,2
9,2,3,2000,2,300,1000,80,2
9,2,3,2000,1,300,500,80,2
9,2,3,2000,2,300,1000,80,2
9,2,3,2000,1,300,500,80,2
9,2,3,2000,2,300,1000,80,2
10,2,3,2000,1,300,500,80,2
10,2,3,2000,2,300,1000,80,2
10,2,3,2000,1,300,500,80,2
10,2,3,2000,2,300,1000,80,2
10,2,3,2000,1,300,500,80,2
